Unnamed: 0,tconst,ordering,nconst,category,job,characters
33882161,tt3169770,7,nm0303922,producer,producer,\N
33882162,tt3169770,8,nm1455093,producer,executive producer,\N
33882163,tt3169770,9,nm1394607,producer,producer,\N
34307249,tt3352390,10,nm2528358,composer,\N,\N
34307250,tt3352390,1,nm1486317,actress,\N,"[""Laura""]"
34307251,tt3352390,2,nm0608440,actor,\N,"[""Tyler""]"
34307252,tt3352390,3,nm1269733,actor,\N,"[""Kobe""]"
34307253,tt3352390,4,nm2694584,actress,\N,"[""Olivia""]"
34307254,tt3352390,5,nm0894207,director,\N,\N
34307255,tt3352390,6,nm0050722,writer,written by,\N
34307256,tt3352390,7,nm2279441,writer,written by,\N
34307257,tt3352390,8,nm0073875,producer,producer,\N
34307258,tt3352390,9,nm0927270,producer,producer,\N
34423916,tt3398976,10,nm2088158,actor,\N,"[""Ichiro Seii""]"
34423917,tt3398976,1,nm0784614,actor,\N,"[""Ochiai""]"
34423918,tt3398976,2,nm4986657,actor,\N,"[""Nagate Tanikaze""]"
34423919,tt3398976,3,nm0757327,actor,\N,"[""Norio Kunato""]"
34423920,tt3398976,4,nm5408751,actress,\N,"[""Shizuka Hoshijiro"",""Ena Hoshijiro""]"
34423921,tt3398976,5,nm7362281,writer,"development support: Afternoon Magazine, Kodansha Ltd.",\N
34423922,tt3398976,6,nm7362280,writer,"development support: Afternoon Magazine, Kodansha Ltd.",\N
34423923,tt3398976,7,nm2760504,actress,\N,"[""Izana Shinatose""]"
34423924,tt3398976,8,nm1360441,actress,\N,"[""Captain Kobayashi""]"
34423925,tt3398976,9,nm4785118,actress,\N,"[""Female Announcer"",""Mozuku Kunato"",""Nurse""]"
34740991,tt3532628,10,nm0036896,producer,producer,\N
34740992,tt3532628,1,nm0655585,actor,\N,"[""Sam Winchester""]"
34740993,tt3532628,2,nm0010075,actor,\N,"[""Dean Winchester""]"
34740994,tt3532628,3,nm0172557,actor,\N,"[""Castiel""]"
34740995,tt3532628,4,nm0791968,actor,\N,"[""Crowley""]"
34740996,tt3532628,5,nm0802033,director,\N,\N
34740997,tt3532628,6,nm0471392,writer,created by,\N
34740998,tt3532628,7,nm1912955,writer,written by,\N
34740999,tt3532628,8,nm3160583,writer,story editor,\N
34741000,tt3532628,9,nm2749064,writer,story editor,\N
34763163,tt3544734,10,nm1289517,writer,\N,\N
34763164,tt3544734,1,nm3918035,actress,\N,"[""Zoey""]"
34763165,tt3544734,2,nm4306222,actress,\N,"[""Rachel""]"
34763166,tt3544734,3,nm3418619,actor,\N,"[""Jackson""]"
34763167,tt3544734,4,nm2264289,actress,\N,"[""Taylor""]"
34763168,tt3544734,5,nm0217938,director,\N,\N
34763169,tt3544734,6,nm7457660,writer,"based on the novel ""Boys Are Dogs"" by",\N
34763170,tt3544734,7,nm2785000,writer,teleplay,\N
34763171,tt3544734,8,nm1103326,writer,teleplay,\N
34763172,tt3544734,9,nm5266906,writer,television story by,\N
34813934,tt3565486,10,nm2387217,actor,\N,"[""H眉seyin""]"
34813935,tt3565486,1,nm1778096,actor,\N,"[""脰mer"",""脰mer Demir""]"
34813936,tt3565486,2,nm1735048,actress,\N,"[""Elif""]"
34813937,tt3565486,3,nm7819421,actress,\N,"[""Demet""]"
34813938,tt3565486,4,nm2203186,actor,\N,"[""Metin""]"
34813939,tt3565486,5,nm7754254,actress,\N,"[""Nil眉fer""]"
34813940,tt3565486,6,nm5835173,actress,\N,"[""Pelin""]"
34813941,tt3565486,7,nm7973284,actress,\N,"[""Asli Denizer""]"
34813942,tt3565486,8,nm5678651,actor,\N,"[""Arda""]"
34813943,tt3565486,9,nm0133448,actor,\N,"[""Tayyar""]"
35440962,tt3824412,10,nm0003442,cinematographer,director of photography,\N
35440963,tt3824412,1,nm0001602,actor,\N,"[""Trevor""]"
35440964,tt3824412,2,nm1130627,actress,\N,"[""Kat""]"
35440965,tt3824412,3,nm0180984,actor,\N,"[""Danny""]"
35440966,tt3824412,4,nm0000610,actor,\N,"[""Paul""]"
35440967,tt3824412,5,nm1216004,director,\N,\N
35440968,tt3824412,6,nm3971847,producer,producer,\N
35440969,tt3824412,7,nm0991229,producer,producer,\N
35440970,tt3824412,8,nm4930589,producer,producer,\N
35440971,tt3824412,9,nm0006437,composer,\N,\N
35499212,tt3848888,10,nm0159556,composer,\N,\N
35499213,tt3848888,1,nm0474774,actor,\N,"[""Akshay Kumar""]"
35499214,tt3848888,2,nm3629863,actress,\N,"[""Ahana""]"
35499215,tt3848888,3,nm0451600,actor,\N,"[""Lalivani""]"
35499216,tt3848888,4,nm3973347,actress,\N,"[""Angie (Angela)""]"
35499217,tt3848888,5,nm0788855,director,\N,\N
35499218,tt3848888,6,nm3258929,writer,co-writer,\N
35499219,tt3848888,7,nm0223606,writer,dialogue,\N
35499220,tt3848888,8,nm5934300,producer,producer,\N
35499221,tt3848888,9,nm5565729,producer,producer,\N
35866942,tt4030600,10,nm3078928,producer,producer,\N
35866943,tt4030600,1,nm0808022,actor,\N,"[""Elliot""]"
35866944,tt4030600,2,nm1620741,actor,\N,"[""John""]"
35866945,tt4030600,3,nm6463103,actress,\N,"[""Sasha""]"
35866946,tt4030600,4,nm0873998,actor,\N,"[""Virgil""]"
35866947,tt4030600,5,nm0864468,director,\N,\N
35866948,tt4030600,6,nm0672103,writer,screenplay by,\N
35866949,tt4030600,7,nm6765196,writer,"based on ""The Bridge to Body Island"" by",\N
35866950,tt4030600,8,nm2551041,producer,producer,\N
35866951,tt4030600,9,nm1006167,producer,producer,\N
36276655,tt4210080,10,nm0041854,production_designer,\N,\N
36276656,tt4210080,1,nm0654110,actor,\N,"[""Walt""]"
36276657,tt4210080,2,nm0004742,actress,\N,"[""Bonnie""]"
36276658,tt4210080,3,nm5897057,actor,\N,"[""Anthony""]"
36276659,tt4210080,4,nm0864997,actor,\N,"[""Father Lyons""]"
36276660,tt4210080,5,nm1504572,director,\N,\N
36276661,tt4210080,6,nm0389113,producer,producer,\N
36276662,tt4210080,7,nm1132022,composer,\N,\N
36276663,tt4210080,8,nm0820987,cinematographer,director of photography,\N
36276664,tt4210080,9,nm0711052,editor,\N,\N
36415175,tt4273292,10,nm7876251,composer,\N,\N
36415176,tt4273292,1,nm1735235,actress,\N,"[""Shideh""]"
36415177,tt4273292,2,nm7321254,actress,\N,"[""Dorsa""]"
36415178,tt4273292,3,nm2373989,actor,\N,"[""Iraj""]"
36415179,tt4273292,4,nm4256281,actor,\N,"[""Dr. Reza""]"
36415180,tt4273292,5,nm2035118,director,\N,\N
36415181,tt4273292,6,nm5001743,producer,producer,\N
36415182,tt4273292,7,nm2020419,producer,producer,\N
36415183,tt4273292,8,nm4347055,producer,producer,\N
36415184,tt4273292,9,nm4011317,composer,\N,\N
36754888,tt4419364,10,nm0003620,director,\N,\N
36754889,tt4419364,1,nm3999574,actress,\N,"[""Maxine (segment: \""Valentine's Day\"")""]"
36754890,tt4419364,2,nm6277120,actress,\N,"[""Heidi (segment: \""Valentine's Day\"")""]"
36754891,tt4419364,3,nm0676648,actor,\N,"[""Coach Rockwell (segment: \""Valentine's Day\"")""]"
36754892,tt4419364,4,nm5932092,actress,\N,"[""Cathy (segment: \""Valentine's Day\"")""]"
36754893,tt4419364,5,nm2227980,director,\N,\N
36754894,tt4419364,6,nm1556116,director,\N,\N
36754895,tt4419364,7,nm1130275,director,\N,\N
36754896,tt4419364,8,nm4008890,director,\N,\N
36754897,tt4419364,9,nm2411495,director,\N,\N
37237144,tt4631532,10,nm2009119,cinematographer,\N,\N
37237145,tt4631532,1,nm0635330,actor,\N,"[""Carlos""]"
37237146,tt4631532,2,nm1043338,actress,\N,"[""Irene""]"
37237147,tt4631532,3,nm0555093,actor,\N,"[""Cristobal""]"
37237148,tt4631532,4,nm2319146,actress,\N,"[""Mar铆a""]"
37237149,tt4631532,5,nm1532195,director,\N,\N
37237150,tt4631532,6,nm2323386,producer,line producer,\N
37237151,tt4631532,7,nm6765781,producer,producer,\N
37237152,tt4631532,8,nm9067767,producer,producer,\N
37237153,tt4631532,9,nm0063414,composer,\N,\N
37569806,tt4779326,10,nm2028938,cinematographer,director of photography,\N
37569807,tt4779326,1,nm0654648,actor,\N,"[""Amos Boone""]"
37569808,tt4779326,2,nm6403233,actress,\N,"[""Jo Riley""]"
37569809,tt4779326,3,nm6807858,actor,\N,"[""Gunner Boone""]"
37569810,tt4779326,4,nm0206257,actress,\N,"[""Mary Boone""]"
37569811,tt4779326,5,nm4928977,writer,written by,\N
37569812,tt4779326,6,nm0306802,producer,producer,\N
37569813,tt4779326,7,nm0506075,producer,producer,\N
37569814,tt4779326,8,nm2961544,producer,producer,\N
37569815,tt4779326,9,nm1014061,composer,\N,\N
37864867,tt4919484,10,nm1892671,producer,producer,\N
37864868,tt4919484,1,nm0001427,actor,\N,"[""Brian Jardine""]"
37864869,tt4919484,2,nm0000383,actress,\N,"[""Kathy Jardine""]"
37864870,tt4919484,3,nm1257208,actress,\N,"[""Leonor Calvelli""]"
37864871,tt4919484,4,nm6928549,actor,\N,"[""Jake Jardine""]"
37864872,tt4919484,5,nm0755158,director,\N,\N
37864873,tt4919484,6,nm0951592,writer,written by,\N
37864874,tt4919484,7,nm1861210,producer,producer,\N
37864875,tt4919484,8,nm3517546,producer,producer,\N
37864876,tt4919484,9,nm3599574,producer,producer,\N
38279938,tt5111874,10,nm2735330,production_designer,\N,\N
38279939,tt5111874,1,nm0857621,self,\N,"[""Self - Presenter""]"
38279940,tt5111874,2,nm0000129,archive_footage,\N,"[""Self - Actor & Scientologist""]"
38279941,tt5111874,3,nm4105141,self,\N,"[""Self - Former Inspector General, Church of Scientology""]"
38279942,tt5111874,4,nm0209289,self,\N,"[""Self - Actress""]"
38279943,tt5111874,5,nm0235770,director,\N,\N
38279944,tt5111874,6,nm1187711,producer,producer,\N
38279945,tt5111874,7,nm0427831,composer,\N,\N
38279946,tt5111874,8,nm2273415,cinematographer,\N,\N
38279947,tt5111874,9,nm7656621,editor,\N,\N
38316870,tt5126922,10,nm4119897,producer,producer,\N
38316871,tt5126922,1,nm0000199,actor,\N,"[""Seymour Tolbin""]"
38316872,tt5126922,2,nm0000429,actress,\N,"[""Maria Bahadur""]"
38316873,tt5126922,3,nm1404239,actor,\N,"[""Jay Bahadur""]"
38316874,tt5126922,4,nm3464684,actor,\N,"[""Alex""]"
38316875,tt5126922,5,nm1519252,director,\N,\N
38316876,tt5126922,6,nm4570486,writer,"based on the book ""The Pirates of Somalia: Inside Their Hidden World"" by",\N
38316877,tt5126922,7,nm3894387,producer,producer,\N
38316878,tt5126922,8,nm2970771,producer,producer,\N
38316879,tt5126922,9,nm3802523,producer,producer,\N
38460409,tt5189894,10,nm6461440,composer,\N,\N
38460410,tt5189894,1,nm1131557,actor,\N,"[""Chip""]"
38460411,tt5189894,2,nm1715118,actress,\N,"[""Liza""]"
38460412,tt5189894,3,nm2647981,actress,\N,"[""Violet""]"
38460413,tt5189894,4,nm2611074,actress,\N,"[""Monica""]"
38460414,tt5189894,5,nm0351772,director,\N,\N
38460415,tt5189894,6,nm7754516,writer,novel,\N
38460416,tt5189894,7,nm2472482,producer,producer,\N
38460417,tt5189894,8,nm0691916,producer,producer,\N
38460418,tt5189894,9,nm1705857,producer,producer,\N
38479625,tt5197860,10,nm0886045,actor,\N,"[""Vronsky""]"
38479626,tt5197860,1,nm0046424,actress,\N,"[""Annemie D'Haeze""]"
38479627,tt5197860,2,nm0887640,actor,\N,"[""Benoit D'Haeze""]"
38479628,tt5197860,3,nm2334765,actor,\N,"[""Thomas De Geest""]"
38479629,tt5197860,4,nm0078517,actor,\N,"[""Inspecteur Jacques Wolkers""]"
38479630,tt5197860,5,nm2516963,writer,creator,\N
38479631,tt5197860,6,nm0111600,actress,\N,"[""Dr. Mommaerts""]"
38479632,tt5197860,7,nm8284881,actress,\N,"[""Romy D'Haeze""]"
38479633,tt5197860,8,nm3166737,actress,\N,"[""Karen""]"
38479634,tt5197860,9,nm0887511,actress,\N,"[""Rita""]"
38616120,tt5253282,10,nm0663384,producer,producer,\N
38616121,tt5253282,1,nm0799777,actor,\N,"[""Bill Palet""]"
38616122,tt5253282,2,nm5946818,actor,\N,"[""Wes Palet""]"
38616123,tt5253282,3,nm3843467,actress,\N,"[""Lacy Westman""]"
38616124,tt5253282,4,nm0242656,actor,\N,"[""Paul Abernac""]"
38616125,tt5253282,5,nm0900820,director,\N,\N
38616126,tt5253282,6,nm0046367,producer,producer,\N
38616127,tt5253282,7,nm6459184,producer,producer,\N
38616128,tt5253282,8,nm2316469,producer,producer,\N
38616129,tt5253282,9,nm1559624,producer,producer,\N
38713919,tt5294198,1,nm0644897,actress,\N,"[""Veronica""]"
38713920,tt5294198,2,nm0000162,actress,\N,"[""Ashley""]"
38713921,tt5294198,3,nm0000224,actress,\N,"[""Lisa""]"
38713922,tt5294198,4,nm0384032,actress,\N,"[""Aunt Charlie""]"
38713923,tt5294198,5,nm0876287,director,\N,\N
38713924,tt5294198,6,nm4881565,producer,producer,\N
38713925,tt5294198,7,nm0628103,producer,producer,\N
38713926,tt5294198,8,nm1387977,cinematographer,\N,\N
38713927,tt5294198,9,nm7492852,production_designer,\N,\N
39478259,tt5639446,10,nm1298270,composer,\N,\N
39478260,tt5639446,1,nm5052065,actor,\N,"[""Jonathan"",""John""]"
39478261,tt5639446,2,nm4025229,actress,\N,"[""Elena""]"
39478262,tt5639446,3,nm0165101,actress,\N,"[""Dr. Mina Nariman""]"
39478263,tt5639446,4,nm0093589,actor,\N,"[""Ross Craine""]"
39478264,tt5639446,5,nm1369715,director,\N,\N
39478265,tt5639446,6,nm2154927,writer,\N,\N
39478266,tt5639446,7,nm3226031,writer,\N,\N
39478267,tt5639446,8,nm1159655,producer,producer,\N
39478268,tt5639446,9,nm3264795,producer,producer,\N
39801325,tt5773986,10,nm1023371,editor,co-editor,\N
39801326,tt5773986,1,nm1446253,self,\N,"[""Self""]"
39801327,tt5773986,2,nm1249693,archive_footage,\N,"[""Self""]"
39801328,tt5773986,3,nm2153245,self,\N,"[""Self""]"
39801329,tt5773986,4,nm3231652,self,\N,"[""Self""]"
39801330,tt5773986,5,nm2961289,director,\N,\N
39801331,tt5773986,6,nm0061557,producer,producer,\N
39801332,tt5773986,7,nm1883253,producer,producer,\N
39801333,tt5773986,8,nm1154632,composer,\N,\N
39801334,tt5773986,9,nm0403809,cinematographer,\N,\N
40234681,tt5946128,10,nm0451215,producer,producer,\N
40234682,tt5946128,1,nm1017633,actress,\N,"[""Kaira""]"
40234683,tt5946128,2,nm0451321,actor,\N,"[""Dr. Jehangir Khan""]"
40234684,tt5946128,3,nm1577858,actor,\N,"[""Raghuvendra""]"
40234685,tt5946128,4,nm8629326,actress,\N,"[""Young Woman""]"
40234686,tt5946128,5,nm1903006,director,\N,\N
40234687,tt5946128,6,nm13597298,writer,\N,\N
40234688,tt5946128,7,nm3613395,writer,\N,\N
40234689,tt5946128,8,nm2669564,producer,producer,\N
40234690,tt5946128,9,nm0424103,producer,producer,\N
40881830,tt6214928,10,nm1095937,editor,\N,\N
40881831,tt6214928,1,nm0005048,actor,\N,"[""Wilfred James""]"
40881832,tt6214928,2,nm0662504,actress,\N,"[""Arlette James""]"
40881833,tt6214928,3,nm4415201,actor,\N,"[""Henry James""]"
40881834,tt6214928,4,nm5305557,actress,\N,"[""Shannon Cotterie""]"
40881835,tt6214928,5,nm1991847,director,\N,\N
40881836,tt6214928,6,nm0000175,writer,novella,\N
40881837,tt6214928,7,nm1895871,producer,producer,\N
40881838,tt6214928,8,nm0666604,composer,\N,\N
40881839,tt6214928,9,nm1564639,cinematographer,director of photography,\N
40995189,tt6259380,10,nm2849171,production_designer,\N,\N
40995190,tt6259380,1,nm0558182,actress,\N,"[""Mary Reed""]"
40995191,tt6259380,2,nm2064412,actor,\N,"[""Connor Reed""]"
40995192,tt6259380,3,nm2818965,actress,\N,"[""Receptionist""]"
40995193,tt6259380,4,nm0063143,actor,\N,"[""Big Joe""]"
40995194,tt6259380,5,nm3728712,director,\N,\N
40995195,tt6259380,6,nm2425790,writer,screenplay by,\N
40995196,tt6259380,7,nm3219940,composer,\N,\N
40995197,tt6259380,8,nm3643519,cinematographer,director of photography,\N
40995198,tt6259380,9,nm3510397,editor,\N,\N
41317240,tt6402468,10,nm2677783,cinematographer,\N,\N
41317241,tt6402468,1,nm3973870,actress,\N,"[""Nadja""]"
41317242,tt6402468,2,nm10820204,actor,\N,"[""Elias""]"
41317243,tt6402468,3,nm0770449,actor,\N,"[""Eightball""]"
41317244,tt6402468,4,nm2003218,actor,\N,"[""Farid""]"
41317245,tt6402468,5,nm0861826,director,\N,\N
41317246,tt6402468,6,nm0392668,writer,scenario,\N
41317247,tt6402468,7,nm0065376,producer,producer,\N
41317248,tt6402468,8,nm2777558,producer,producer,\N
41317249,tt6402468,9,nm8329846,composer,\N,\N
41599573,tt6522546,10,nm1069415,composer,\N,\N
41599574,tt6522546,1,nm1121870,actor,\N,"[""Shiva""]"
41599575,tt6522546,2,nm5114849,actress,\N,"[""Charlie""]"
41599576,tt6522546,3,nm0754184,actor,\N,"[""Sudalai""]"
41599577,tt6522546,4,nm13551350,actor,\N,"[""Vijay""]"
41599578,tt6522546,5,nm1436693,director,\N,\N
41599579,tt6522546,6,nm2701239,writer,hindi dialogue,\N
41599580,tt6522546,7,nm12638791,producer,producer,\N
41599581,tt6522546,8,nm1449223,producer,producer,\N
41599582,tt6522546,9,nm2131894,producer,producer,\N
41784782,tt6595896,10,nm0348819,producer,producer,\N
41784783,tt6595896,1,nm0411167,actor,\N,"[""Narrator"",""Professor Okido""]"
41784784,tt6595896,2,nm0559551,actress,\N,"[""Satoshi""]"
41784785,tt6595896,3,nm2516299,actress,\N,"[""Ash Ketchum"",""Delia Ketchum""]"
41784786,tt6595896,4,nm0370677,actress,\N,"[""Musashi""]"
41784787,tt6595896,5,nm0951197,director,\N,\N
41784788,tt6595896,6,nm0795575,writer,earlier screenplay,\N
41784789,tt6595896,7,nm0846969,writer,concept,\N
41784790,tt6595896,8,nm1316290,writer,screenplay,\N
41784791,tt6595896,9,nm5468610,producer,producer,\N
42455699,tt6892462,10,nm3028383,producer,producer,\N
42455700,tt6892462,1,nm3588254,actor,\N,"[""Far猫s""]"
42455701,tt6892462,2,nm0000254,actress,\N,"[""Danny""]"
42455702,tt6892462,3,nm0001993,actor,\N,"[""Henri""]"
42455703,tt6892462,4,nm4205963,actress,\N,"[""Lamya""]"
42455704,tt6892462,5,nm0310615,director,\N,\N
42455705,tt6892462,6,nm4080102,writer,adaptation,\N
42455706,tt6892462,7,nm4380548,writer,adaptation,\N
42455707,tt6892462,8,nm1661920,producer,producer,\N
42455708,tt6892462,9,nm3923278,producer,producer,\N
42534174,tt6927152,10,nm4441340,composer,\N,\N
42534175,tt6927152,1,nm1593460,actor,\N,"[""Lee Chung""]"
42534176,tt6927152,2,nm2634830,actor,\N,"[""Geum Wi-jang""]"
42534177,tt6927152,3,nm6757627,actor,\N,"[""Lee Jeong-rang""]"
42534178,tt6927152,4,nm1981533,actress,\N,"[""Concubine Jo (Guest star)""]"
42534179,tt6927152,5,nm6530002,director,\N,\N
42534180,tt6927152,6,nm1369364,writer,\N,\N
42534181,tt6927152,7,nm2008414,writer,\N,\N
42534182,tt6927152,8,nm5434379,writer,\N,\N
42534183,tt6927152,9,nm4220250,producer,producer,\N
43248895,tt7214842,10,nm2311839,editor,\N,\N
43248896,tt7214842,1,nm9332704,self,\N,"[""Self""]"
43248897,tt7214842,2,nm9258555,self,\N,"[""Self""]"
43248898,tt7214842,3,nm9363548,self,\N,"[""Self""]"
43248899,tt7214842,4,nm3872496,self,\N,"[""Self""]"
43248900,tt7214842,5,nm1823216,director,\N,\N
43248901,tt7214842,6,nm1823227,director,\N,\N
43248902,tt7214842,7,nm2386126,composer,\N,\N
43248903,tt7214842,8,nm3969857,cinematographer,\N,\N
43248904,tt7214842,9,nm4893711,cinematographer,\N,\N
43508205,tt7315484,10,nm0483300,producer,producer,\N
43508206,tt7315484,1,nm0001804,actor,\N,"[""Hugh Andrews""]"
43508207,tt7315484,2,nm2215143,actress,\N,"[""Ally Andrews""]"
43508208,tt7315484,3,nm0001584,actress,\N,"[""Kelly Andrews""]"
43508209,tt7315484,4,nm0873693,actress,\N,"[""Lynn""]"
43508210,tt7315484,5,nm0502954,director,\N,\N
43508211,tt7315484,6,nm1139317,writer,screenplay by,\N
43508212,tt7315484,7,nm0886749,writer,screenplay by,\N
43508213,tt7315484,8,nm2423304,writer,based on the novel by,\N
43508214,tt7315484,9,nm0474709,producer,producer,\N
43910571,tt7472352,10,nm6290916,editor,\N,\N
43910572,tt7472352,1,nm0628715,self,\N,"[""Self""]"
43910573,tt7472352,2,nm5491751,self,\N,"[""Self""]"
43910574,tt7472352,3,nm1549531,self,\N,"[""Self""]"
43910575,tt7472352,4,nm13723669,self,\N,"[""Self""]"
43910576,tt7472352,5,nm0848893,director,\N,\N
43910577,tt7472352,6,nm0505625,producer,producer,\N
43910578,tt7472352,7,nm2815278,producer,producer,\N
43910579,tt7472352,8,nm2157978,composer,\N,\N
43910580,tt7472352,9,nm2698749,cinematographer,\N,\N
44222040,tt7605074,10,nm11224439,writer,\N,\N
44222041,tt7605074,1,nm0943104,actor,\N,"[""Liu Peiqiang""]"
44222042,tt7605074,2,nm9524976,actor,\N,"[""Liu Qi""]"
44222043,tt7605074,3,nm2974534,actor,\N,"[""Wang Lei""]"
44222044,tt7605074,4,nm0628806,actor,\N,"[""Han Ziang""]"
44222045,tt7605074,5,nm4914792,director,\N,\N
44222046,tt7605074,6,nm4069148,writer,\N,\N
44222047,tt7605074,7,nm9400701,writer,\N,\N
44222048,tt7605074,8,nm9400700,writer,\N,\N
44222049,tt7605074,9,nm9400702,writer,\N,\N
45328197,tt8009744,10,nm1802864,producer,producer,\N
45328198,tt8009744,1,nm0000474,actor,\N,"[""Ken Feinberg""]"
45328199,tt8009744,2,nm0752407,actress,\N,"[""Camille Biros""]"
45328200,tt8009744,3,nm0001804,actor,\N,"[""Charles Wolf""]"
45328201,tt8009744,4,nm0004883,actor,\N,"[""Lee Quinn""]"
45328202,tt8009744,5,nm2528690,director,\N,\N
45328203,tt8009744,6,nm1440919,writer,written by,\N
45328204,tt8009744,7,nm0124652,producer,producer,\N
45328205,tt8009744,8,nm2251559,producer,producer,\N
45328206,tt8009744,9,nm0441097,producer,producer,\N
45601212,tt8110640,10,nm0002385,producer,producer,\N
45601213,tt8110640,1,nm2933542,actor,\N,"[""Locke""]"
45601214,tt8110640,2,nm1671147,actress,\N,"[""Rya""]"
45601215,tt8110640,3,nm0940158,actor,\N,"[""Maddox""]"
45601216,tt8110640,4,nm0355910,actor,\N,"[""Holt""]"
45601217,tt8110640,5,nm0585344,director,\N,\N
45601218,tt8110640,6,nm2309496,writer,written by,\N
45601219,tt8110640,7,nm2205460,writer,written by,\N
45601220,tt8110640,8,nm5696714,producer,producer,\N
45601221,tt8110640,9,nm2271939,producer,producer,\N
47222121,tt8688814,10,nm1684612,actor,\N,"[""Runaan"",""Councilman Saleer"",""Saleer""]"
47222122,tt8688814,1,nm4037810,actress,\N,"[""Rayla"",""Opeli""]"
47222123,tt8688814,2,nm1123750,actor,\N,"[""Callum""]"
47222124,tt8688814,3,nm5407452,actress,\N,"[""Ezran""]"
47222125,tt8688814,4,nm1154301,actor,\N,"[""Viren"",""Baker""]"
47222126,tt8688814,5,nm1132209,writer,created by,\N
47222127,tt8688814,6,nm2541892,writer,created by,\N
47222128,tt8688814,7,nm4532146,actress,\N,"[""Claudia""]"
47222129,tt8688814,8,nm3738790,actor,\N,"[""Soren""]"
47222130,tt8688814,9,nm0217529,actor,\N,"[""Aaravos""]"
47369657,tt8741648,10,nm5046656,actress,\N,"[""Darya""]"
47369658,tt8741648,1,nm9369780,actor,\N,"[""Tiuri""]"
47369659,tt8741648,2,nm3966885,actress,\N,"[""Lavinia""]"
